@relation 123

@attribute TEMPINC numeric
@attribute DEWPOINTTEMPINC numeric
@attribute RELHUMINPERCENT numeric
@attribute WINDDIRIN10SDEG numeric
@attribute WINDSPDINKMH numeric
@attribute VISIBILITYINKM numeric
@attribute STNPRESSINKPA numeric
@attribute WINDCHILL numeric
@attribute Class {1,2,3}
@data
-3,-6,80,36,13,24.1,102.02,-8,1
-6,-8.1,85,13,7,24.1,102.01,-9,1
-7.6,-9.2,88,19,9,24.1,101.94,-12,1
-8,-10.1,85,22,13,24.1,101.93,-14,1
-6,-8.4,83,21,13,24.1,101.9,-11,1
-6.1,-8.2,85,21,15,24.1,101.85,-12,1
-6,-8.4,83,21,17,24.1,101.79,-12,1
-6,-8.1,85,21,19,24.1,101.75,-13,1
-1.3,-6.4,68,26,33,24.1,100.34,-8,1
-3,-6.7,76,27,44,24.1,100.74,-12,1
-3.9,-8.2,72,28,43,24.1,100.86,-13,1
-4.5,-7.9,77,28,37,24.1,101,-13,1
-5,-9.3,72,27,32,24.1,101.12,-13,1
-6.2,-10.1,74,26,15,24.1,101.25,-12,1
-6.4,-9.6,78,26,22,24.1,101.29,-14,1
-7,-10.8,74,25,28,24.1,101.33,-15,1
-6.7,-10,77,27,28,24.1,101.35,-15,1
-6.3,-9.1,80,25,28,24.1,101.38,-14,1
-5.8,-8.2,83,24,28,24.1,101.41,-14,1
-5.4,-8,82,24,24,24.1,101.44,-13,1
-7,-9.6,82,23,19,24.1,101.54,-14,1
-4.2,-6.2,86,21,26,24.1,101.55,-11,1
-1.4,-4.9,77,28,32,24.1,101.51,-9,1
-0.1,-1.4,91,26,24,24.1,101.5,-6,1
-0.6,-3.3,82,21,24,24.1,101.51,-7,1
-0.3,-1.3,93,21,28,24.1,101.51,-7,1
-0.5,-1.8,91,20,28,24.1,101.46,-7,1
-16.7,-19.2,81,23,15,24.1,101.06,-25,1
-15.5,-17.9,82,22,15,24.1,100.95,-24,1
-14.9,-17.7,79,31,33,24.1,100.94,-26,1
-15.5,-20.3,67,28,22,24.1,100.93,-25,1
-15.8,-20.1,69,28,28,24.1,100.94,-27,1
-16.3,-19.4,77,28,30,24.1,100.93,-28,1
-13.9,-16,84,32,28,24.1,102.48,-24,1
-14.5,-16.7,83,31,28,24.1,102.53,-25,1
-15.4,-17.7,83,31,24,24.1,102.59,-26,1
-15,-17.8,79,31,22,24.1,102.63,-25,1
-14.6,-16.8,83,30,22,24.1,102.67,-24,1
-14.4,-17.1,80,31,19,24.1,102.73,-23,1
-15,-17.3,83,26,9,24.1,102.78,-21,1
-15.3,-18.2,78,27,7,24.1,102.82,-20,1
-15,-17.3,83,29,19,24.1,102.86,-24,1
-17,-19,84,31,9,24.1,102.93,-23,1
-16,-18.4,82,28,6,24.1,102.98,-20,1
-16.5,-18.4,85,29,15,24.1,103.04,-25,1
-17.3,-19.3,84,29,19,24.1,103.06,-27,1
-16.5,-18.4,85,30,19,24.1,103.11,-26,1
-15.7,-17.5,86,30,15,24.1,103.18,-24,1
-14.4,-16.1,87,31,22,24.1,103.26,-24,1
-13,-14.5,88,31,22,24.1,103.3,-22,1
-12,-13.4,89,31,26,24.1,103.35,-22,1
-11.2,-12.6,89,33,22,24.1,103.36,-20,1
-11.5,-12.9,89,36,19,24.1,103.36,-20,1
-11.3,-12.7,89,36,19,24.1,103.35,-19,1
-10.8,-12.1,90,3,15,24.1,103.37,-18,1
-11,-12.3,90,3,6,24.1,103.4,-15,1
-17.2,-19.2,84,21,20,24.1,103.27,-27,1
-17,-19,84,22,19,24.1,103.19,-26,1
-16.4,-18.3,85,21,22,24.1,103.16,-26,1
-18.2,-20.3,84,21,13,24.1,103.14,-26,1
-16.8,-18.7,85,22,9,24.1,103.16,-23,1
-15.5,-17.3,86,22,9,24.1,103.13,-21,1
-12.9,-14.4,88,23,9,24.1,103.1,-18,1
-9.3,-10.4,92,21,15,24.1,103.01,-16,1
-5.3,-10.1,69,21,19,24.1,102.89,-12,1
-1.9,-5,79,21,19,24.1,102.76,-7,1
-0.2,-6.6,62,22,37,24.1,102.11,-7,1
-0.7,-5.6,69,22,28,24.1,102.08,-7,1
-1.1,-7.9,60,21,28,24.1,102.04,-8,1
-2,-7.8,64,23,28,24.1,102.01,-9,1
-2.4,-7.6,67,23,30,24.1,101.99,-10,1
-4.2,-8.6,71,23,28,24.1,102,-12,1
-3.6,-10.1,61,22,28,24.1,101.92,-11,1
-6.5,-9,82,22,11,24.1,101.87,-11,1
-3.8,-7.7,74,22,26,24.1,101.81,-11,1
-1.9,-3,92,21,28,24.1,101.73,-9,1
0,-4,74,21,19,24.1,101.61,-5,1
-3.7,-6.9,78,32,37,24.1,101.03,-12,1
-4.8,-7.6,81,36,26,24.1,101.19,-12,1
-6,-9.1,79,1,15,24.1,101.25,-12,1
-6.5,-10.1,76,36,11,24.1,101.28,-11,1
-12,-13.4,89,18,6,24.1,101.21,-16,1
-12.6,-14.1,89,20,6,24.1,101.12,-17,1
-11.6,-13,89,20,9,24.1,101.07,-17,1
-13.1,-14.7,88,22,15,24.1,101.03,-21,1
-6.9,-8.1,91,32,33,24.1,101.73,-16,1
-5.6,-8.6,79,33,37,24.1,101.76,-15,1
-4.5,-9.4,69,32,33,24.1,101.78,-13,1
-5.6,-9.3,75,28,33,24.1,99.84,-14,1
-6.5,-10.9,71,27,30,24.1,99.88,-15,1
-7.5,-11.4,74,24,24,24.1,99.95,-15,1
-7.8,-11.4,75,27,26,24.1,99.93,-16,1
-8.2,-13.2,67,29,22,24.1,99.92,-16,1
-8.4,-12.2,74,25,22,24.1,99.96,-16,1
-8.4,-13,69,27,19,24.1,99.98,-16,1
-8.4,-14.4,62,27,13,24.1,99.99,-14,1
-12.4,-19.2,57,18,7,24.1,99.99,-17,1
-11.2,-16.3,66,22,19,24.1,101.12,-19,1
-11,-15,72,27,19,24.1,101.28,-19,1
-14.3,-18.7,69,24,15,24.1,101.64,-22,1
-14.6,-17.9,76,24,26,24.1,101.79,-25,1
-14.8,-18.8,72,24,28,24.1,101.95,-25,1
-17,-21.6,67,21,19,24.1,102.05,-26,1
-17.4,-20,80,22,20,24.1,102.16,-27,1
-16.4,-19.5,77,21,19,24.1,102.26,-26,1
-14.8,-18.2,75,20,15,24.1,102.31,-23,1
-12.4,-15.3,79,23,24,24.1,102.41,-22,1
0,-0.2,99,33,28,4.8,97.67,-6,2
-0.1,-0.4,98,32,28,6.4,97.69,-6,2
-7,-9.6,82,30,46,24.1,100.9,-17,1
-6.3,-9.9,76,31,32,24.1,101.03,-15,1
-5.5,-7.8,84,30,22,24.1,101.12,-13,1
-5.3,-6.9,88,30,28,24.1,101.17,-13,1
-5.4,-7,88,31,26,24.1,101.25,-13,1
-6.2,-8.3,85,30,24,24.1,101.37,-14,1
-6.8,-12.6,63,26,7,24.1,101.46,-10,1
-8.4,-12.6,72,25,17,24.1,101.56,-15,1
-10,-14.7,68,20,7,24.1,101.62,-14,1
-9.9,-14.6,68,23,7,24.1,101.68,-14,1
-11,-17.2,60,23,11,24.1,101.64,-17,1
-13,-14.5,88,27,19,24.1,103.02,-21,1
-12.8,-15.3,81,27,13,24.1,103.09,-20,1
-12.2,-16.6,70,31,17,24.1,103.19,-20,1
-11.4,-15.5,72,34,28,24.1,103.22,-21,1
-10.7,-16.2,64,32,13,24.1,103.3,-17,1
-9.4,-15.9,59,33,33,24.1,103.28,-19,1
-8.3,-14.8,59,35,19,24.1,103.32,-16,1
-7.4,-12.1,69,36,17,24.1,103.35,-14,1
-6.5,-11.3,69,34,19,24.1,103.34,-13,1
-6,-12.3,61,34,19,24.1,103.39,-13,1
-5.9,-11.8,63,36,20,24.1,103.41,-13,1
-7.5,-13.6,62,36,19,24.1,103.42,-15,1
-9,-16.4,55,36,11,24.1,103.42,-14,1
-9,-15.3,60,36,20,24.1,103.47,-17,1
-4,-21.7,24,3,4,24.1,98.84,-6,1
-0.2,-7,60,13,11,24.1,98.74,-4,1
-0.8,-7,63,13,13,24.1,98.77,-5,1
-2.7,-7.2,71,12,11,24.1,98.77,-7,1
-1,-6.6,66,13,13,24.1,98.81,-5,1
-0.2,-5.2,69,15,13,24.1,99.44,-4,1
-0.8,-2.9,86,3,7,24.1,99.64,-3,1
-1.1,-3.3,85,3,7,24.1,99.67,-4,1
-1.4,-3.3,87,2,9,24.1,99.7,-5,1
-0.8,-1.4,96,18,9,1.6,98.14,-4,2
-0.1,-0.9,94,3,2,0.4,97.94,-1,2
-1,-3.9,81,12,9,24.1,98.44,-4,1
-1.5,-6.1,71,34,6,24.1,97.81,-4,1
-4.2,-5.9,88,36,9,24.1,102.13,-8,1
-3.2,-4.8,89,36,9,24.1,102.1,-7,1
-1.3,-2.5,92,3,15,24.1,102.04,-6,1
-0.7,-2.1,90,3,13,24.1,101.96,-5,1
-1.1,-2.6,90,6,11,24.1,101.9,-5,1
-0.7,-2.9,85,5,13,24.1,101.85,-5,1
-0.5,-2.7,85,8,17,24.1,101.84,-5,1
-0.5,-3.2,82,8,13,24.1,101.8,-5,1
-1.5,-4.5,80,7,11,24.1,101.76,-5,1
-2.5,-6,77,8,11,24.1,101.78,-7,1
-2.8,-6.8,74,17,2,24.1,101.77,-4,1
-4.1,-7.1,80,16,9,24.1,101.71,-8,1
-3.8,-7.4,76,15,13,24.1,101.64,-9,1
-5.4,-8,82,16,7,24.1,101.59,-9,1
-15.1,-18.6,75,33,17,24.1,99.26,-24,1
-16.3,-20,73,33,15,24.1,99.33,-25,1
-17.8,-22.4,67,34,15,24.1,99.4,-26,1
-18.6,-23.4,66,34,13,24.1,99.47,-27,1
-20.1,-24.5,68,34,9,24.1,99.54,-27,1
-10.5,-19.2,49,34,9,24.1,100.13,-15,1
-21.4,-27.2,59,5,7,24.1,100.42,-27,1
-23.8,-29.6,59,4,11,24.1,100.44,-32,1
-19.7,-24.7,64,8,9,24.1,100.46,-26,1
-18.9,-24,64,10,11,24.1,100.48,-26,1
-21.6,-26.6,64,10,7,24.1,100.52,-28,1
-21.3,-26.2,65,10,9,24.1,100.51,-28,1
-15.8,-22.3,57,14,11,24.1,100.31,-23,1
-13.7,-20.3,57,15,15,24.1,100.21,-21,1
-11.7,-18.1,59,17,22,24.1,100.1,-20,1
-11.6,-19.7,51,36,20,24.1,99.35,-20,1
-11.5,-19.9,50,36,20,24.1,99.39,-20,1
-11.9,-20,51,3,19,24.1,99.4,-20,1
-12.4,-20.3,52,3,19,24.1,99.44,-21,1
-12.7,-20.6,52,3,11,24.1,99.48,-19,1
-13.6,-21.3,52,2,13,24.1,99.53,-21,1
-15,-17.8,79,31,28,24.1,101.6,-26,1
-15,-18.4,75,30,24,24.1,101.63,-25,1
-14.8,-17.6,79,29,32,24.1,101.66,-26,1
-3.2,-3.6,97,22,11,24.1,100.24,-7,1
-9,-12.1,78,33,41,24.1,100.37,-20,1
-9.3,-12,81,33,32,24.1,100.42,-19,1
-14,-15.7,87,35,17,24.1,100.59,-22,1
-14.5,-17.3,79,25,7,24.1,100.66,-19,1
-16.2,-19.3,77,20,7,24.1,100.73,-21,1
-18.4,-21.2,79,20,13,24.1,103.37,-26,1
-18.9,-21.7,79,19,13,24.1,103.35,-27,1
-19.5,-22.4,78,19,11,24.1,103.33,-27,1
-21,-23.3,82,18,9,24.1,103.3,-28,1
-20.8,-23.1,82,19,7,24.1,103.29,-27,1
-22,-24.4,81,20,13,24.1,103.31,-31,1
-18.6,-22.9,69,20,13,24.1,103.22,-27,1
-15,-21,60,20,6,24.1,103.2,-19,1
-14,-20.3,59,22,6,24.1,103.18,-18,1
-8.6,-18.1,46,2,6,24.1,103,-12,1
-7.3,-13.3,62,36,7,24.1,102.97,-11,1
-6.5,-11.3,69,2,11,24.1,102.91,-11,1
-6,-11.5,65,3,11,24.1,102.87,-11,1
-6.1,-11.2,67,5,6,24.1,102.84,-9,1
-8.5,-15.1,59,7,6,24.1,102.82,-12,1
-14.3,-16.5,83,18,6,24.1,102.75,-18,1
-15.7,-18.1,82,17,9,24.1,102.71,-22,1
-17,-19.6,80,21,9,24.1,102.7,-23,1
-25.1,-27.5,81,3,8,24.1,99.5,-32,3
-24.4,-26.9,80,3,5,24.1,99.54,-29,3
-23.8,-26.3,80,36,5,24.1,99.59,-29,3
-22.4,-25.1,79,1,12,24.1,99.68,-31,3
-22.7,-25.6,78,3,14,24.1,99.86,-32,3
-23.4,-26.2,78,1,10,24.1,99.96,-31,3
-26.3,-29.1,78,5,7,24.1,99.63,-33,3
-25.6,-28.2,79,29,3,24.1,99.58,-29,3
-25.7,-28.8,76,36,2,24.1,99.52,-28,3
-24.9,-28,76,33,7,24.1,99.48,-31,3
-24.4,-27.8,74,26,5,24.1,99.43,-29,3
-23.9,-27.5,73,29,7,24.1,99.4,-30,3
-24,-27.7,72,26,8,24.1,99.39,-31,3
-24.3,-27.7,74,28,7,24.1,99.38,-31,3
-24.9,-28.6,72,27,9,24.1,99.39,-33,3
-25.7,-29.1,74,24,10,24.1,99.38,-34,3
-26.7,-29.3,79,26,18,24.1,99.43,-38,3
-26.6,-29.1,80,26,16,24.1,99.42,-38,3
-26.1,-28.7,79,27,21,24.1,99.4,-38,3
-25.6,-28.2,79,27,27,24.1,99.37,-39,3
-25.1,-27.9,78,26,27,24.1,99.33,-39,3
-24.8,-28.2,74,26,23,24.1,99.34,-37,3
-24.8,-28.8,70,26,26,24.1,99.31,-38,3
-29.8,-33.1,74,25,5,24.1,99.74,-35,3
-29.1,-32.2,75,25,4,24.1,99.75,-34,3
-28.4,-31.5,75,25,7,24.1,99.75,-35,3
-28.6,-31.7,75,27,6,24.1,99.76,-35,3
-28.6,-31.9,74,28,4,24.1,99.77,-33,3
-27.9,-31.5,72,28,6,24.1,99.79,-34,3
-26.9,-31,69,28,5,24.1,99.83,-32,3
-26.8,-30.6,71,32,6,24.1,99.84,-33,3
-27.1,-30.7,72,31,4,24.1,99.88,-31,3
-27.4,-30.6,75,36,1,24.1,99.94,-28,3
-28.8,-31.2,80,26,5,24.1,100.35,-34,3
-28.3,-31,78,26,5,24.1,100.37,-34,3
-28.4,-31,79,28,10,24.1,100.36,-37,3
-27.4,-30.3,77,27,10,24.1,100.37,-36,3
-26.7,-29.6,77,26,13,24.1,100.36,-37,3
-26.2,-29.3,76,28,12,24.1,100.37,-36,3
-25.8,-29,75,27,16,24.1,100.37,-37,3
-25.9,-29.3,74,28,10,24.1,100.38,-34,3
-30.2,-33.3,75,26,16,24.1,100.13,-42,3
-30.1,-33.2,75,26,17,24.1,100.13,-42,3
-29.2,-32.2,76,26,16,24.1,100.15,-41,3
-28.3,-31.5,75,25,15,24.1,100.15,-39,3
-27.8,-31,75,26,16,24.1,100.14,-39,3
-27.2,-30.4,75,26,18,24.1,100.14,-39,3
-26.9,-30.4,73,26,16,24.1,100.16,-38,3
-27.3,-30.9,72,26,11,24.1,100.19,-36,3
-26.9,-30.8,70,26,19,24.1,100.19,-39,3
-26.7,-30.6,70,27,16,24.1,100.22,-38,3
-27.7,-31.5,71,29,18,24.1,100.56,-40,3
-4.5,-7.1,82,5,13,24.1,99.11,-10,1
-2.4,-6.5,73,6,13,24.1,99.18,-7,1
-3.7,-7.8,73,6,6,24.1,99.98,-6,1
-11.8,-15.1,76,21,13,24.1,101.32,-18,1
-12,-15.3,76,19,13,24.1,101.32,-19,1
-10.8,-15.8,67,21,19,24.1,101.32,-19,1
-15.7,-22.7,55,4,11,24.1,99.55,-22,1
-16.9,-23.9,55,5,11,24.1,99.59,-24,1
-18.1,-24.9,55,6,13,24.1,99.64,-26,3
-19.1,-25.5,57,7,13,24.1,99.65,-27,3
-20.6,-26.2,61,6,9,24.1,99.67,-27,3
-20.8,-26.6,60,7,15,24.1,99.72,-30,1
-21.6,-27.2,61,7,11,24.1,99.72,-30,1
-22.1,-27.7,60,7,13,24.1,99.73,-31,1
-22.4,-27.7,62,7,15,24.1,99.73,-32,1
-13.7,-17.1,75,5,9,24.1,99.77,-19,1
-12.5,-15.9,76,2,4,24.1,99.82,-15,1
-2.2,-10.1,55,15,17,24.1,99.73,-8,1
-2.1,-10.3,53,15,13,24.1,99.7,-7,1
-2.8,-11.7,50,10,15,24.1,99.22,-8,1
-3.4,-12.6,49,11,11,24.1,99.27,-8,1
-4.6,-12.9,52,11,9,24.1,99.35,-8,1
-5.8,-13.2,56,10,9,24.1,99.4,-10,1
-7.7,-9,90,21,24,24.1,99.39,-16,1
-6.8,-8,91,21,24,24.1,99.5,-14,1
-6.2,-7.3,92,21,28,24.1,99.62,-14,1
-5.6,-6.3,95,22,22,24.1,99.76,-13,1
-4.5,-5.1,96,22,19,24.1,99.86,-11,1
-3.4,-3.8,97,22,19,24.1,99.94,-9,1
-5.5,-6.2,95,36,26,24.1,100.6,-13,1
-6,-6.8,94,36,19,24.1,100.6,-13,1
-27.6,-32.5,63,3,9,24.1,99.77,-36,1
-28.3,-33.1,63,3,9,24.1,99.82,-37,1
-28.9,-34,61,3,11,24.1,99.87,-38,1
-29.2,-34,63,4,15,24.1,99.88,-40,1
-29.5,-34.3,63,4,9,24.1,99.88,-38,1
-25.6,-30.3,65,9,19,24.1,99.69,-37,1
-16.1,-23.8,51,11,11,24.1,98.93,-23,1
-19,-24.7,61,10,15,24.1,98.88,-28,1
-19,-24.8,60,12,15,24.1,98.8,-28,1
-20.4,-22.6,83,24,13,24.1,100.55,-29,3
-21.3,-24,79,28,18,24.1,100.41,-32,3
-21.2,-24.4,76,28,17,24.1,100.36,-31,3
-22.2,-25.7,74,30,23,24.1,100.3,-34,3
-27.3,-31.1,71,27,18,24.1,99.75,-39,3
-20.8,-23.8,77,27,18,24.1,99.96,-31,3
-20,-23.4,75,28,19,24.1,99.97,-30,3
-18.4,-26.9,47,26,20,24.1,101.84,-28,1
-18.3,-26.7,48,27,17,24.1,101.84,-28,1
-20.7,-27,57,22,19,24.1,101.87,-31,1
-22.1,-27.4,62,24,22,24.1,101.87,-34,1
-21.1,-26.2,63,25,22,24.1,101.89,-32,1
-22.6,-27.2,66,24,26,24.1,101.91,-35,1
-23,-27.8,65,23,22,24.1,101.93,-35,1
-23,-27.9,64,22,17,24.1,101.95,-33,1
-21.5,-26.5,64,23,22,24.1,101.99,-33,1
-19.4,-25,61,23,22,24.1,102,-30,1
-17.5,-24.1,56,22,13,24.1,101.99,-25,1
-14.4,-24.9,41,27,24,24.1,101.99,-24,1
-13.9,-24.5,40,26,30,24.1,101.97,-25,1
-12.7,-23.5,40,28,32,24.1,101.9,-23,1
-12.8,-22.9,43,28,22,24.1,101.9,-22,1
-11.7,-21.5,44,26,28,24.1,101.92,-21,1
-11.5,-21.1,45,27,22,24.1,101.92,-20,1
-12.6,-20.7,51,24,20,24.1,101.94,-21,1
-13.7,-20.7,55,23,13,24.1,101.84,-21,1
-15.3,-21.6,59,20,9,24.1,101.8,-21,1
-13.6,-19.1,63,21,20,24.1,101.35,-22,1
-15.7,-20.1,69,22,22,24.1,101.3,-25,1
-15.4,-19.7,70,21,20,24.1,101.24,-25,1
-19.4,-26.4,54,30,26,24.1,100.1,-31,1
-20.5,-26.6,58,26,15,24.1,100.13,-30,1
-21.5,-27,61,25,20,24.1,100.2,-32,1
-22.2,-28.1,59,24,26,24.1,100.23,-35,1
-23.5,-28.4,64,23,17,24.1,100.26,-34,1
-23.5,-29.9,56,21,13,24.1,100.34,-33,1
-24.2,-29.8,60,23,20,24.1,100.39,-36,1
-24.4,-29.7,61,23,20,24.1,100.41,-36,1
-0.1,-0.4,98,4,17,0.8,101.05,-5,2
0,0,100,35,22,1.6,100.98,-6,2
0,-0.5,96,23,11,9.7,99.83,-4,2
-1,-2.2,92,36,11,9.7,103.25,-5,2
-6.5,-13.6,57,10,9,24.1,99.44,-11,1
-7.5,-14.1,59,10,7,24.1,99.48,-11,1
-7.9,-14.6,59,10,9,24.1,99.54,-12,1
-4.6,-13.1,51,20,7,24.1,100.26,-8,1
-4.7,-12.7,54,20,9,24.1,100.29,-9,1
-5,-13.1,53,19,11,24.1,100.3,-10,1
-16.5,-22.7,59,2,4,24.1,100.59,-20,1
-18.8,-24.1,63,34,4,24.1,100.55,-22,1
-17.6,-23.6,59,27,9,24.1,100.52,-24,1
-13.2,-21.1,51,35,15,24.1,100.35,-21,1
-10.9,-20,47,35,17,24.1,100.31,-18,1
-4.8,-17.1,38,28,19,24.1,100.03,-11,1
-4.7,-18,35,31,9,24.1,100,-9,1
-5.3,-17,39,34,15,24.1,99.96,-11,1
-6.3,-17.8,40,36,6,24.1,99.95,-9,1
-7.8,-18.3,43,33,6,24.1,99.97,-11,1
-9.9,-18.5,49,34,4,24.1,99.94,-12,1
-13,-20.5,53,26,11,24.1,99.81,-19,1
-15,-20.4,63,29,6,24.1,99.76,-19,1
-16.4,-21.5,65,34,9,24.1,99.63,-22,1
-12.8,-19.6,57,32,9,24.1,99.6,-18,1
-10.3,-18.4,51,33,9,24.1,99.57,-15,1
-7.6,-16.4,49,32,15,24.1,99.46,-14,1
-6.1,-16.2,45,28,15,24.1,99.38,-12,1
-4.8,-14.9,45,27,11,24.1,99.3,-9,1
-4.3,-14.6,44,31,22,24.1,99.28,-11,1
-3.2,-14.9,40,29,22,24.1,99.22,-10,1
-2.2,-12.1,47,30,19,24.1,99.17,-8,1
-1.9,-14.6,37,28,19,24.1,99.11,-7,1
-4.5,-15.1,43,27,7,24.1,99.03,-8,1
-8.8,-17.3,50,36,11,24.1,99.09,-14,1
-10.4,-18.1,53,34,9,24.1,99.09,-15,1
-11.9,-19,56,34,15,24.1,99.11,-19,1
-13.1,-19.8,57,33,9,24.1,99.14,-19,1
-14.7,-20.1,63,34,7,24.1,99.16,-19,1
-15.6,-20.4,67,34,7,24.1,99.18,-21,1
-5.7,-17.6,39,30,19,24.1,99.16,-12,1
-3.9,-17.2,35,28,13,24.1,99.14,-9,1
-3.3,-16.7,35,28,11,24.1,99.12,-8,1
-1.8,-16.8,31,32,13,24.1,99.1,-6,1
-1.1,-17.1,28,28,4,24.1,99.04,-2,1
-1.7,-12.2,45,22,13,24.1,98.99,-6,1
-9.5,-13.9,70,17,9,24.1,98.91,-14,1
-9.9,-14.6,68,16,9,24.1,98.86,-15,1
-10.1,-14.7,69,17,9,24.1,98.82,-15,1
-10.3,-15.6,65,15,9,24.1,98.79,-15,1
-31.6,-35,72,1,4,24.1,99.34,-36,1
-31.8,-37.4,58,2,4,24.1,99.35,-36,1
-19.6,-25.9,57,12,6,24.1,99.34,-25,1
-20.5,-26.5,59,8,15,24.1,99.25,-30,1
-20.6,-27.1,56,10,15,24.1,99.17,-30,1
-20.7,-26.9,58,10,15,24.1,99.05,-30,1
-18,-19.5,88,35,11,24.1,97.15,-25,1
-19.9,-22.6,79,35,6,24.1,97.27,-25,1
-21.7,-26.2,67,34,7,24.1,97.37,-28,1
-18.4,-24.1,61,7,4,24.1,97.87,-22,1
-20.5,-24.1,73,10,4,24.1,98.22,-24,1
-20.5,-24.6,70,10,19,24.1,98.25,-31,1
-17.1,-26.8,43,29,32,24.1,100.47,-29,1
-16.8,-25.7,46,26,24,24.1,100.56,-27,1
-17,-26.1,45,26,22,24.1,100.64,-27,1
-17.7,-27.2,43,28,22,24.1,100.72,-28,1
-18.2,-27.6,44,26,15,24.1,100.83,-27,1
-18.9,-27.2,48,25,15,24.1,100.92,-28,1
-19.9,-27.2,52,24,19,24.1,100.93,-30,1
-19.5,-27.2,50,24,15,24.1,100.97,-28,1
-19.5,-27.6,49,25,11,24.1,101.01,-27,1
-20.6,-27.5,54,24,15,24.1,100.98,-30,1
-21.5,-28.2,55,23,15,24.1,100.97,-31,1
-22.8,-28.2,61,23,15,24.1,100.92,-33,1
-23.3,-28.9,60,21,15,24.1,100.9,-33,1
-21.8,-27.7,59,20,13,24.1,100.87,-31,1
-21.5,-27.1,61,22,26,24.1,100.79,-34,1
-15.3,-17,87,16,7,24.1,100.28,-20,1
-21,-23.2,82,14,7,24.1,100.21,-27,1
-21.5,-23.6,83,20,11,24.1,100.2,-29,1
-17.2,-19.7,81,22,15,24.1,100.21,-26,1
-15.4,-18.2,79,22,7,24.1,100.18,-20,1
-12.9,-17.1,71,19,9,24.1,100.11,-18,1
-21.6,-28,56,32,17,24.1,100.56,-32,1
-21.7,-28,57,29,24,24.1,100.58,-34,1
-22.3,-29.3,53,28,15,24.1,100.61,-32,1
-22.9,-29.9,53,26,9,24.1,100.67,-30,1
-23.1,-30.2,52,28,15,24.1,100.69,-33,1
-22.9,-30.2,51,28,20,24.1,100.73,-34,1
-22,-30.1,48,30,22,24.1,100.74,-34,1
-21,-29.4,47,30,24,24.1,100.72,-33,1
-19.4,-28.8,43,28,15,24.1,100.69,-28,1
-17.9,-28.3,40,27,17,24.1,100.67,-27,1
-16.7,-27.4,39,28,19,24.1,100.64,-26,1
-16,-26.8,39,27,15,24.1,100.66,-24,1
-16.2,-27.1,39,27,19,24.1,100.71,-25,1
-24.1,-27.9,71,23,17,24.1,101.13,-35,1
-19.8,-26.9,53,23,17,24.1,101.14,-29,1
-18,-26.3,48,22,15,24.1,101.11,-27,1
-15.3,-24.7,44,28,20,24.1,101.1,-25,1
-14.9,-25.1,41,27,22,24.1,101.13,-24,1
-14.5,-25.5,39,27,26,24.1,101.13,-25,1
-14.4,-25.3,39,27,20,24.1,101.15,-23,1
-14.4,-24.8,41,28,19,24.1,101.2,-23,1
-14.9,-25.1,41,28,22,24.1,101.25,-24,1
-15.7,-25.1,44,26,17,24.1,101.33,-24,1
-16.6,-25.5,46,26,17,24.1,101.4,-25,1
-17.8,-25.7,50,24,15,24.1,101.41,-26,1
-17.3,-26.3,45,25,17,24.1,101.41,-26,1
-17.6,-26.1,47,27,17,24.1,101.39,-27,1
-17.8,-26,49,25,20,24.1,101.32,-28,1
-19.3,-27,51,23,11,24.1,101.28,-27,1
-20.7,-26.4,60,23,15,24.1,101.26,-30,1
-21.5,-27.4,59,24,17,24.1,101.21,-32,1
-23.7,-28.5,65,16,6,24.1,101.11,-29,1
-23.7,-28.3,66,21,7,24.1,101,-30,1
0,-0.7,95,32,6,4.8,100.06,-2,2
0,0,100,6,7,3.2,101.37,-2,2
0,0,100,7,7,3.2,101.3,-2,2
0,0,100,8,6,3.2,101.28,-2,2
-1.5,-1.5,100,28,9,4.8,99.18,-5,2
-3.6,-9.7,63,1,22,24.1,98.49,-10,1
-3.2,-7.6,72,33,30,24.1,98.77,-11,1
-2.2,-6.7,71,32,28,24.1,98.82,-9,1
-1.7,-6.4,70,33,28,24.1,98.86,-8,1
-2.2,-6.7,71,33,28,24.1,98.9,-9,1
-6.4,-8.8,83,34,22,24.1,99.73,-14,1
-5.4,-10.3,68,35,15,24.1,99.81,-11,1
-4.2,-10.4,62,36,17,24.1,99.9,-10,1
-3.8,-9.7,64,30,13,24.1,99.97,-9,1
-2.6,-7.7,68,29,22,24.1,100.01,-9,1
-1.8,-8,63,28,24,24.1,100,-8,1
-1.4,-8.2,60,28,22,24.1,100.04,-7,1
-0.3,-7.3,59,30,15,24.1,100.03,-5,1
0,-9.6,48,29,7,24.1,99.95,-2,1
-4.4,-7.1,81,33,13,24.1,99.38,-9,1
-3.8,-6.7,80,32,22,24.1,99.45,-10,1
-3.3,-8.3,68,33,24,24.1,99.47,-10,1
-2.8,-8.3,66,32,30,24.1,99.51,-10,1
-2.6,-8.5,64,31,28,24.1,99.52,-10,1
-1.5,-6.8,67,30,28,24.1,99.52,-8,1
-0.8,-6.5,65,30,20,24.1,99.5,-6,1
0,-6.8,60,30,28,24.1,99.5,-6,1
0,-7.3,58,32,22,24.1,99.46,-6,1
-2.6,-5.4,81,33,9,24.1,99.02,-6,1
-2.9,-6.3,77,33,24,24.1,99.1,-10,1
-1.4,-5.3,75,30,20,24.1,99.15,-7,1
