@relation 123

@attribute TEMPINC numeric
@attribute DEWPOINTTEMPINC numeric
@attribute RELHUMINPERCENT numeric
@attribute WINDDIRIN10SDEG numeric
@attribute WINDSPDINKMH numeric
@attribute VISIBILITYINKM numeric
@attribute STNPRESSINKPA numeric
@attribute WINDCHILL numeric
@attribute Class {1,2,3}
@data
-38,-42.6,62,4,7,24.1,98.77,-47,1
-38.3,-42.9,62,4,4,24.1,98.74,-44,1
-38.4,-43,62,6,9,24.1,98.76,-49,1
-37.9,-42.5,62,7,6,24.1,98.83,-46,1
-37.4,-41.8,63,7,9,24.1,98.81,-47,1
-37,-41.7,62,5,4,24.1,98.8,-42,1
-36.9,-41.7,61,5,7,24.1,98.82,-45,1
-37.4,-42.2,61,6,6,24.1,98.82,-45,1
-38.2,-42.7,63,6,7,24.1,98.83,-47,1
-38.1,-42.6,63,6,9,24.1,98.81,-48,1
-38.5,-42.9,63,6,7,24.1,98.84,-47,1
-39.2,-43.5,64,6,4,24.1,98.86,-45,1
-39.5,-43.5,66,8,6,24.1,98.85,-47,1
-40,-44.1,65,6,7,24.1,98.85,-49,1
-39.9,-44,65,7,11,24.1,98.83,-52,1
-40.1,-44.1,65,8,9,24.1,98.81,-51,1
-40.2,-44.1,66,7,9,24.1,98.84,-51,1
-40.6,-44.5,66,7,11,24.1,98.84,-52,1
-40.6,-44.4,67,7,13,24.1,98.81,-54,1
-40.8,-44.5,67,8,9,24.1,98.8,-51,1
-41.1,-44.7,68,7,9,24.1,98.8,-52,1
-41.4,-44.9,69,7,4,24.1,98.84,-47,1
-41.4,-44.8,70,6,6,24.1,98.84,-50,1
-41.1,-44.8,67,6,7,24.1,98.83,-50,1
-13.3,-15.9,81,24,33,24.1,100.73,-24,1
-13.7,-16.3,81,23,35,24.1,100.87,-25,1
-15.1,-18,78,22,28,24.1,101.02,-26,1
-15.1,-18,78,20,22,24.1,101.14,-25,1
-16.3,-19.4,77,23,22,24.1,101.56,-26,1
-17.9,-20.6,79,23,20,24.1,101.67,-28,1
-18.7,-23.8,64,23,28,24.1,101.97,-31,1
-18,-20.1,84,23,32,24.1,102.11,-30,1
-17.3,-24.5,53,23,32,24.1,102.21,-29,1
-16.4,-22.3,60,24,28,24.1,102.27,-28,1
-15.5,-20.3,67,24,26,24.1,102.29,-26,1
-14.7,-22.1,53,22,22,24.1,102.25,-24,1
-14.2,-19.9,62,22,15,24.1,102.34,-22,1
-14.5,-19,69,24,6,24.1,102.43,-19,1
-14.1,-18.5,69,21,28,24.1,102.45,-25,1
-14.5,-17.3,79,21,22,24.1,102.48,-24,1
-14,-16.7,80,21,28,24.1,102.48,-24,1
-13.5,-15.6,84,22,32,24.1,102.47,-24,1
-14.1,-16.8,80,22,32,24.1,102.48,-25,1
-14,-16.7,80,22,28,24.1,102.48,-24,1
-13.4,-16,81,21,33,24.1,102.47,-24,1
-13.6,-16.2,81,22,33,24.1,102.49,-25,1
-13.1,-15.6,81,22,28,24.1,102.5,-23,1
-13.1,-15.6,81,22,22,24.1,102.5,-22,1
-14.4,-16.6,83,22,17,24.1,102.49,-23,1
-6.4,-11.2,69,19,13,24.1,102.36,-12,1
-6.9,-10.2,77,20,11,24.1,102.43,-12,1
-7.6,-10.4,80,21,24,24.1,102.41,-16,1
-6.5,-10.1,76,21,26,24.1,102.42,-14,1
-8.6,-10.4,87,23,24,24.1,102.41,-17,1
-7.1,-7.6,96,18,6,24.1,97.7,-10,1
-7.4,-7.9,96,19,7,24.1,97.77,-11,1
-8,-8.4,97,11,11,24.1,97.54,-13,1
-7.7,-8.2,96,14,9,24.1,97.46,-12,1
-6.7,-7.3,95,13,13,24.1,97.32,-12,1
-6.3,-6.9,95,16,19,24.1,97.24,-13,1
-6.2,-6.8,96,16,19,24.1,97.08,-13,1
-2.5,-2.5,100,23,6,24.1,96.53,-5,1
-0.5,-1.1,96,24,11,24.1,96.57,-4,1
-1.3,-2.1,94,22,6,24.1,96.75,-4,1
-1.8,-2.4,96,23,6,24.1,96.77,-4,1
-3.4,-4.2,94,25,9,24.1,96.81,-7,1
-1.9,-3.1,91,26,13,24.1,96.91,-6,1
-2.4,-3.6,91,28,11,24.1,96.97,-6,1
-2.9,-3.6,95,26,9,24.1,97.03,-6,1
-4.7,-5.4,95,23,11,24.1,97.06,-9,1
-4.8,-5.6,94,24,9,24.1,97.11,-9,1
-21.9,-26,69,32,19,24.1,100.91,-33,1
-22.8,-26.7,70,32,17,24.1,101,-33,1
-27.2,-31.5,67,31,13,19.3,101.3,-37,1
-28.4,-32.7,67,31,13,19.3,101.35,-39,1
-29,-33.2,67,31,13,19.3,101.36,-39,1
-29.6,-33.9,66,29,13,19.3,101.39,-40,1
-30.3,-34.6,66,32,13,19.3,101.37,-41,1
-30.6,-35.1,65,36,4,24.1,101.43,-35,1
-31,-35.3,66,33,7,24.1,101.45,-38,1
-31.4,-35.8,65,1,4,24.1,101.47,-36,1
-32.2,-36.4,66,35,15,24.1,101.51,-44,1
-32.9,-37.2,65,35,9,24.1,101.54,-42,1
-32.7,-37.3,63,36,7,24.1,101.54,-40,1
-32.2,-36.8,64,2,7,24.1,101.56,-40,1
-31.7,-36.4,63,36,4,24.1,101.55,-36,1
-31.3,-35.9,64,34,7,24.1,101.57,-39,1
-34,-38.6,63,36,9,24.1,101.58,-43,1
-34.5,-38.8,65,34,6,24.1,101.56,-42,1
-35,-39.4,64,1,7,24.1,101.53,-43,1
-35.5,-39.9,64,35,6,24.1,101.48,-43,1
-36.2,-40.5,64,34,6,24.1,101.51,-44,1
-36.7,-40.7,66,33,6,24.1,101.48,-44,1
-37.7,-41.5,68,34,6,19.3,101.45,-45,1
-37.3,-41,68,2,7,19.3,101.44,-46,1
-37.7,-41.5,68,2,4,19.3,101.4,-43,1
-36.8,-40.9,66,3,6,19.3,101.36,-44,1
-39.1,-43,66,31,6,19.3,101.34,-47,1
-39.7,-43.1,70,1,4,9.7,101.29,-45,2
-37.6,-41.6,66,3,6,19.3,101.24,-45,1
-37,-41.2,65,4,6,24.1,101.21,-45,1
-37.2,-41.2,66,5,4,24.1,101.19,-42,1
-37.4,-41.3,67,3,2,24.1,101.18,-40,1
-36.6,-40.8,65,5,4,24.1,101.11,-42,1
-35.1,-39.4,65,7,4,24.1,101.06,-40,1
-37,-41.3,64,6,7,24.1,100.81,-45,1
-37.4,-41.5,65,4,11,24.1,100.8,-49,1
-37.7,-41.8,65,4,7,24.1,100.75,-46,1
-37.6,-41.7,65,4,9,19.3,100.73,-48,1
-37.7,-41.6,67,4,7,19.3,100.73,-46,1
-37.6,-41.5,67,4,9,19.3,100.73,-48,1
-38.1,-42.1,66,4,7,19.3,100.72,-47,1
-38.1,-42,67,4,6,19.3,100.71,-46,1
-37.8,-41.6,67,2,4,19.3,100.7,-43,1
-37.3,-41,68,3,4,19.3,100.72,-43,1
-37.8,-41.8,66,1,4,24.1,100.7,-43,1
-38,-41.8,67,36,6,24.1,100.69,-46,1
-38.2,-42.2,66,2,2,24.1,100.73,-41,1
-37.9,-41.6,68,34,2,24.1,100.75,-41,1
-37,-41.2,65,2,4,24.1,100.75,-42,1
-35.7,-40,65,34,2,24.1,100.74,-38,1
-34.5,-38.7,66,34,4,24.1,100.74,-39,1
-34.3,-38.5,66,32,6,24.1,100.75,-41,1
-33.7,-38,65,31,6,24.1,100.78,-41,1
-35.5,-39.7,65,32,7,24.1,100.79,-44,1
-35.6,-39.8,65,32,7,24.1,100.76,-44,1
-36.2,-40.6,64,33,7,24.1,100.77,-44,1
-36.3,-40.6,64,33,7,24.1,100.76,-45,1
-36.7,-41,64,31,7,24.1,100.75,-45,1
-37.3,-41.4,66,35,4,24.1,100.74,-43,1
-37.4,-41.4,66,35,6,19.3,100.74,-45,1
-37,-41.1,66,34,4,19.3,100.75,-42,1
-36.3,-40.5,65,34,6,19.3,100.77,-44,1
-36,-40.3,65,31,6,19.3,100.78,-43,1
-37.1,-41.1,66,29,6,19.3,100.77,-45,1
-37.2,-41.2,66,31,9,19.3,100.73,-47,1
-37.1,-43.1,54,2,2,19.3,100.74,-40,1
-36.6,-40.7,66,35,4,24.1,100.76,-42,1
-36.6,-41.2,62,2,4,24.1,100.69,-42,1
-36.6,-40.6,66,35,6,24.1,100.73,-44,1
-35.3,-39.5,65,28,2,24.1,100.76,-38,1
-33.8,-38.3,64,31,4,24.1,100.77,-39,1
-32.2,-36.6,65,30,7,24.1,100.77,-40,1
-32,-36.2,66,32,6,24.1,100.76,-39,1
-32.6,-37.1,64,33,4,24.1,100.73,-37,1
-33.3,-38,63,36,4,24.1,100.71,-38,1
-34.7,-39.1,64,32,6,24.1,100.71,-42,1
-35,-39.3,65,32,4,24.1,100.71,-40,1
-35.3,-39.6,65,32,9,24.1,100.72,-45,1
-35.8,-39.9,66,32,7,24.1,100.74,-44,1
-35.8,-40.1,65,30,7,24.1,100.71,-44,1
-35.6,-40,64,31,6,19.3,100.72,-43,1
-35,-39.1,66,31,9,19.3,100.73,-45,1
-33.3,-37.3,67,30,13,19.3,100.75,-45,1
-33.6,-37.8,66,33,15,24.1,100.79,-46,1
-31.4,-35.5,67,33,13,19.3,100.78,-42,1
-31.9,-36,67,33,11,19.3,100.78,-42,1
-31.2,-35.4,66,31,7,19.3,100.8,-39,1
-32.3,-36.6,66,31,13,24.1,100.84,-43,1
-33.2,-37.6,65,31,13,24.1,100.85,-44,1
-33.2,-37.7,64,32,11,24.1,100.88,-44,1
-32.8,-37.1,65,31,13,24.1,100.93,-44,1
-32.3,-36.7,65,32,7,24.1,100.97,-40,1
-31.5,-35.8,66,33,7,24.1,100.99,-39,1
-30.4,-34.7,66,31,7,24.1,101.02,-38,1
-29.9,-34.4,65,32,4,24.1,101.05,-34,1
-29.7,-34.2,65,32,4,24.1,101.1,-34,1
-30.3,-34.8,65,31,9,24.1,101.14,-39,1
-31.2,-35.5,66,33,9,24.1,101.13,-40,1
-31.8,-36.4,64,32,9,24.1,101.16,-41,1
-32.2,-36.6,65,32,9,24.1,101.14,-41,1
-32.6,-36.9,65,30,9,24.1,101.15,-42,1
-33.2,-37.3,67,34,9,24.1,101.16,-42,1
-33.4,-37.8,65,32,9,24.1,101.17,-43,1
-33.6,-38.4,62,33,6,24.1,101.17,-41,1
-33.3,-36.9,70,27,6,2.4,101.17,-40,2
-33.8,-37.7,68,3,4,2.4,101.12,-39,2
-32,-36.1,67,7,6,24.1,100.94,-39,3
-31.1,-35.2,67,9,7,24.1,100.77,-39,1
-31.7,-35.8,67,8,9,24.1,100.7,-41,1
-31.2,-35.5,66,7,11,24.1,100.63,-41,1
-31.3,-35.5,66,8,11,24.1,100.6,-41,1
-31.2,-35.5,66,8,9,24.1,100.59,-40,1
-31.6,-35.8,66,7,9,24.1,100.58,-40,1
-32.2,-36.5,66,7,9,24.1,100.57,-41,1
-32.2,-36.2,68,8,6,19.3,100.53,-39,1
-32.2,-36.4,66,7,6,19.3,100.52,-39,1
-32.5,-36.6,67,5,4,19.3,100.54,-37,1
-31.7,-35.9,66,6,7,19.3,100.56,-39,1
-31.9,-35.9,68,8,7,19.3,100.53,-39,1
-32.6,-36.9,65,7,6,19.3,100.56,-40,1
-33,-37.2,66,5,7,19.3,100.6,-41,1
-32.2,-36.4,66,6,4,24.1,100.58,-37,1
-32.1,-36.3,66,7,7,24.1,100.6,-40,1
-32.4,-36.8,65,5,7,24.1,100.65,-40,1
-32.2,-36.6,65,8,11,24.1,100.69,-42,1
-31.4,-35.6,66,6,7,24.1,100.72,-39,1
-29.7,-33.9,67,9,6,24.1,100.75,-36,1
-28.9,-33.1,67,9,7,24.1,100.75,-36,1
-28.5,-32.8,66,10,13,24.1,100.78,-39,1
-28.5,-32.8,66,12,11,24.1,100.74,-38,1
-21,-24.4,74,14,19,8,99.54,-31,3
-19.5,-22.7,76,15,22,12.9,99.41,-30,3
-18.7,-21.7,77,16,22,12.9,99.32,-29,3
-18.6,-21.4,79,15,11,16.1,99.28,-26,3
-25,-29,69,27,6,24.1,100.09,-31,3
-29.5,-33.8,66,31,11,24.1,100,-39,1
-30.2,-34.7,65,32,17,24.1,100.03,-42,1
-30.1,-34.4,66,31,15,24.1,100.08,-42,1
-30.9,-35.2,66,31,17,24.1,100.11,-43,1
-30,-34.5,65,32,19,24.1,100.17,-43,1
-29.2,-34.5,60,33,13,24.1,100.2,-40,1
-29.1,-34.1,62,33,13,24.1,100.25,-39,1
-28.6,-33.6,62,33,19,24.1,100.29,-41,1
-28.4,-33.3,63,32,19,24.1,100.32,-41,1
-28.2,-32.9,64,32,15,24.1,100.34,-39,1
-29.4,-33.9,65,32,15,24.1,100.38,-41,1
-29.7,-33.8,67,32,15,24.1,100.36,-41,1
-30.5,-34.8,66,31,20,19.3,100.39,-44,1
-30.7,-34.8,67,32,19,19.3,100.44,-44,1
-30.4,-34.9,65,32,22,19.3,100.45,-44,1
-30.9,-35.1,67,30,17,19.3,100.49,-43,1
-30.5,-34.9,65,31,17,24.1,100.55,-43,1
-30.9,-35.2,66,32,15,24.1,100.61,-43,1
-31.2,-35.6,65,32,15,19.3,101,-43,1
-31.8,-36.1,66,32,17,19.3,101.01,-44,1
-32.6,-37.1,64,32,15,19.3,101.04,-45,1
-32.9,-37.1,66,31,13,19.3,101.05,-44,1
-32.9,-37.3,65,33,15,19.3,101.1,-45,1
-32.9,-37.2,65,32,9,24.1,101.14,-42,1
-32.9,-36.9,67,32,13,24.1,101.14,-44,1
-32.7,-36.9,66,33,13,24.1,101.13,-44,1
-30.6,-35.1,65,35,11,24.1,101.23,-40,3
-30.2,-35.5,60,6,13,24.1,101.5,-41,1
-31.2,-36.2,61,6,11,24.1,101.56,-41,1
-32.2,-37,62,7,11,24.1,101.63,-42,1
-32.4,-36.9,64,6,13,19.3,101.71,-44,1
-32.8,-37.6,62,6,9,24.1,101.77,-42,1
-33.5,-38.2,63,6,11,19.3,101.8,-44,1
-34.5,-39,64,6,15,19.3,101.85,-47,1
-35.2,-39.7,63,5,11,19.3,101.97,-46,1
-34.9,-39.5,63,7,13,19.3,102.06,-47,1
-35.5,-40,63,7,13,24.1,102.12,-47,1
-35.8,-40.3,63,8,19,24.1,102.18,-50,1
-36.1,-40.6,63,7,7,24.1,102.31,-44,1
-36.4,-40.8,64,8,11,24.1,102.34,-47,1
-37,-41.1,66,6,11,24.1,102.38,-48,1
-37.2,-41.4,65,8,4,24.1,102.44,-42,1
-36.9,-40.9,66,6,9,24.1,102.49,-47,1
-37,-41.2,65,7,15,24.1,102.56,-50,1
-36.4,-40.7,64,6,11,24.1,102.53,-47,1
-36.3,-40.4,66,7,13,24.1,102.55,-48,1
-36.6,-40.7,66,7,11,24.1,102.61,-48,1
-36,-40.1,66,8,6,24.1,102.61,-43,1
-35.1,-39.4,65,7,6,24.1,102.59,-42,1
-33.3,-37.7,65,6,11,24.1,102.56,-44,1
-33.6,-37.9,65,6,6,24.1,102.52,-41,1
-34.2,-38.5,65,6,15,24.1,102.47,-47,1
-34.3,-38.5,66,6,17,19.3,102.37,-47,1
-34.9,-39.3,64,8,9,19.3,102.35,-44,1
-34.9,-39.5,63,8,11,24.1,102.26,-46,1
-35.3,-39.7,64,8,4,24.1,102.17,-40,1
-36.1,-40.5,64,7,4,24.1,102.1,-41,1
-35.8,-39.8,67,8,4,24.1,102.04,-41,1
-37,-41,66,5,11,24.1,101.38,-48,1
-33.9,-38.2,65,32,15,19.3,100.66,-46,3
-34.3,-38.8,64,32,13,19.3,100.66,-46,3
-34,-38.2,66,31,13,8,100.63,-45,3
-33.9,-38.3,64,32,19,9.7,100.65,-48,3
-32.8,-37.2,65,31,17,16.1,100.73,-46,3
-33.1,-37.3,66,32,17,19.3,100.76,-46,3
-33.3,-37.8,64,32,15,16.1,100.79,-45,3
-33.4,-37.8,65,32,20,9.7,100.81,-47,3
-34.4,-39.3,61,32,17,24.1,101.03,-48,1
-33.6,-38.7,60,32,15,24.1,101.05,-46,1
-33.1,-38.2,60,33,15,24.1,101.06,-45,1
-32.7,-37.9,60,31,11,24.1,101.09,-43,1
-33,-37.8,62,30,15,24.1,101.16,-45,1
-33.8,-38.1,65,30,15,24.1,101.2,-46,1
-34.4,-38.8,64,32,13,24.1,101.24,-46,1
-35,-39.3,65,32,13,24.1,101.24,-47,1
-35.3,-39.9,63,31,15,24.1,101.28,-48,1
-35.7,-40.2,63,30,11,24.1,101.27,-47,1
-36.1,-39.9,68,30,11,24.1,101.29,-47,1
-36,-39.8,68,30,7,24.1,101.29,-44,1
-36.2,-40.5,64,28,7,24.1,101.27,-44,1
-37.4,-41.1,68,32,6,24.1,101.27,-45,1
-37.5,-42.7,58,20,4,24.1,101.24,-43,1
-36.9,-40.5,69,15,2,24.1,101.19,-40,1
-35.5,-39.8,65,18,7,24.1,101.15,-44,1
-35.4,-39.9,63,19,6,24.1,101.08,-43,1
-35.3,-39.7,64,17,7,6.4,101.03,-43,2
-35.5,-39.7,65,16,9,12.9,100.98,-45,1
-33.6,-37.7,66,16,11,24.1,100.94,-44,1
-32.4,-36.5,67,17,9,24.1,100.86,-41,1
-31,-35.2,66,17,13,24.1,100.75,-42,1
-29.9,-33.9,68,17,13,24.1,100.69,-40,1
-29.4,-33.6,67,16,17,24.1,100.58,-41,1
-29.5,-33.9,66,15,19,19.3,100.03,-42,3
-28.5,-32.6,68,14,20,24.1,99.91,-41,3
-28.7,-32.9,67,15,19,24.1,99.71,-41,1
-28.9,-33.1,67,14,15,24.1,99.6,-40,3
-29.2,-33.2,68,15,19,16.1,99.45,-42,3
-28.7,-32.9,67,15,24,16.1,99.28,-43,3
-28.2,-32.4,67,14,20,19.3,99.1,-41,3
-30.8,-34.6,69,10,13,24.1,98.93,-42,1
-30.2,-34.4,67,12,15,24.1,98.79,-42,1
-31.9,-36,67,8,6,24.1,98.37,-39,1
-32.2,-36.3,67,7,7,24.1,98.28,-40,1
-33.2,-37.7,64,36,15,24.1,98.38,-45,1
-33.6,-38,65,31,11,24.1,98.49,-44,1
-33.7,-38.2,64,32,11,24.1,98.58,-44,1
-33.5,-38.1,63,34,11,24.1,98.69,-44,1
-34.1,-38.7,63,33,15,24.1,98.81,-46,1
-34.3,-38.7,64,34,19,24.1,98.9,-48,1
-34.5,-38.7,66,35,17,24.1,98.99,-48,1
-34.6,-38.9,65,35,13,24.1,99.11,-46,1
-35.2,-39.9,62,33,13,24.1,99.24,-47,1
-36,-40.3,65,34,13,24.1,99.3,-48,1
-36.5,-40.9,64,33,11,24.1,99.38,-47,1
-36.6,-41.1,63,31,9,24.1,99.45,-46,1
-21.7,-27.7,58,30,20,24.1,99.37,-33,3
-21.7,-27.6,59,31,19,24.1,99.38,-32,3
-22.1,-27.8,60,32,19,24.1,99.42,-33,3
-26.8,-31.8,63,33,9,24.1,99.79,-35,1
-28.4,-33.5,62,32,11,24.1,99.91,-38,1
-27.8,-32.8,62,32,19,24.1,100,-40,1
-27.5,-31.6,68,33,20,24.1,100.09,-40,1
-27.1,-31.5,66,33,19,24.1,100.16,-39,1
-26.2,-31.3,62,29,20,24.1,100.27,-38,1
-26.2,-31.4,62,29,15,24.1,100.31,-37,1
-27.3,-32.1,64,22,7,24.1,99.79,-34,1
-7.4,-8.7,90,30,20,24.1,100.38,-15,1
-7.5,-9.1,88,30,19,24.1,100.4,-15,1
-11,-12.8,87,31,11,24.1,100.38,-17,1
-11.3,-13.5,84,30,19,24.1,100.38,-19,1
-11.7,-13.5,86,30,20,24.1,100.4,-20,1
-13.9,-16,84,29,19,24.1,100.29,-23,1
-14.2,-18,73,29,26,24.1,101.29,-24,1
-14.1,-17.3,77,26,22,24.1,101.37,-23,1
-14,-17.2,77,29,22,24.1,101.4,-23,1
-13.1,-16.1,78,28,30,24.1,101.41,-24,1
-12.8,-15.3,81,29,32,24.1,101.47,-23,1
-13,-16.5,75,29,19,24.1,101.47,-21,1
-13,-17.1,71,30,32,24.1,101.48,-24,1
-12.9,-16.9,72,29,24,24.1,101.5,-22,1
-12.5,-15.9,76,30,15,24.1,101.54,-20,1
-11.9,-15.7,73,28,28,24.1,101.51,-22,1
-11.8,-15.5,74,29,26,24.1,101.42,-21,1
-11.2,-14.3,78,29,20,24.1,101.46,-19,1
-10.7,-14.6,73,29,13,24.1,101.5,-17,1
-11.3,-14.9,75,30,28,24.1,101.52,-21,1
-11.4,-15.5,72,27,15,24.1,101.53,-18,1
-12.2,-16.6,70,28,17,24.1,101.5,-20,1
-11.4,-15,75,25,22,24.1,101.52,-20,1
-11.9,-14.2,83,25,9,24.1,101.45,-17,1
-12.6,-15,82,29,20,24.1,101.4,-21,1
-13,-15.5,81,35,13,24.1,101.31,-20,1
-12.1,-14.5,82,34,20,24.1,101.21,-21,1
-15.1,-17.4,83,17,7,24.1,101.11,-20,1
-16.8,-21.3,68,30,6,24.1,101.01,-21,1
-16.9,-19.5,80,24,15,24.1,101.02,-25,1
-16.9,-20.1,76,22,9,24.1,100.99,-23,1
-16.9,-19.5,80,22,11,24.1,100.94,-24,1
-17,-20.2,76,21,9,24.1,100.9,-23,1
-19.8,-23.6,72,20,9,24.1,100.84,-27,1
-18.6,-21.4,79,19,9,24.1,100.8,-25,1
-20.3,-23.3,77,19,7,24.1,100.78,-26,1
-17.5,-19.5,84,22,13,24.1,100.75,-25,1
-15.3,-17.6,83,22,11,24.1,100.68,-22,1
-11.3,-13.1,87,23,7,24.1,100.54,-16,1
-10.1,-11.7,88,23,9,24.1,100.54,-15,1
-9.5,-11.1,88,21,11,24.1,100.58,-15,1
-8.9,-10.4,89,26,17,24.1,100.6,-16,1
-8.7,-12.1,76,26,13,24.1,100.63,-15,1
-8.5,-11.9,76,27,11,24.1,100.66,-14,1
-8,-11.2,78,29,24,24.1,100.68,-16,1
-7.8,-11,78,28,26,24.1,100.71,-16,1
-7.8,-11,78,27,20,24.1,100.71,-15,1
-8,-11.2,78,29,22,24.1,100.73,-16,1
-8.1,-11,80,27,24,24.1,100.76,-16,1
-7.9,-10.7,80,29,19,24.1,100.77,-15,1
-8,-10.5,82,28,11,24.1,100.79,-13,1
-7.9,-10.3,83,29,13,24.1,100.84,-14,1
-10.6,-13.1,82,26,22,24.1,100.87,-19,1
-10.2,-12.7,82,24,22,24.1,100.9,-18,1
-10.8,-12.9,84,23,13,24.1,100.93,-17,1
-11,-13.2,84,24,20,24.1,100.98,-19,1
-7,-11.6,70,22,9,24.1,101.1,-11,1
-6.7,-11.6,68,23,9,24.1,101.12,-11,1
-0.1,-0.1,100,35,9,3.2,95.71,-3,2
-0.3,-0.8,96,34,2,1.6,95.53,-1,2
-13.5,-16.6,77,21,22,24.1,97.85,-23,1
-14.5,-17.3,79,25,32,24.1,98.71,-26,1
-15.6,-18.6,78,24,20,24.1,98.8,-25,1
-15.9,-20.9,65,25,22,24.1,98.88,-26,1
-16.6,-21.1,68,24,22,24.1,98.95,-27,1
-17.4,-21.4,71,23,15,24.1,98.93,-26,1
-17.2,-21.1,72,23,19,24.1,98.95,-27,1
-17.2,-21.1,72,22,30,24.1,99,-29,1
-17,-21.6,67,21,32,24.1,98.98,-29,1
-17.4,-21.4,71,24,17,24.1,98.96,-26,1
-17.8,-21.9,70,23,19,24.1,99.01,-27,1
-17.6,-21.6,71,23,20,24.1,99.03,-27,1
-18.2,-23.2,65,23,22,24.1,99,-29,1
-18.8,-23.1,69,23,13,24.1,98.96,-27,1
-19,-24.2,63,22,13,24.1,98.98,-27,1
-20.2,-24.1,71,20,11,24.1,98.95,-28,1
-20.5,-24.4,71,20,11,24.1,98.85,-28,1
-15.8,-19.4,74,22,32,24.1,98.61,-27,1
-16.1,-19.1,78,22,28,24.1,98.66,-27,1
-16.3,-19.4,77,24,28,24.1,98.67,-27,1
-16.4,-19.5,77,22,17,24.1,98.68,-25,1
-16.6,-19.7,77,22,19,24.1,98.68,-26,1
-16.6,-19.7,77,21,22,24.1,98.67,-27,1
-13.1,-14.7,88,21,19,24.1,98.77,-22,1
-14.3,-17,80,29,22,24.1,99.95,-24,1
-24.2,-26.8,79,16,4,24.1,100.55,-28,1
-25.2,-27.9,78,18,6,24.1,100.57,-31,1
-25.3,-28,78,19,6,24.1,100.58,-31,1
-25.9,-29.9,69,18,7,24.1,100.65,-33,1
-26.6,-29.4,77,20,7,24.1,100.66,-33,1
-20.5,-23.6,76,35,9,24.1,100.46,-27,1
-20.6,-23.7,76,30,11,24.1,100.15,-28,1
-22.7,-25.2,80,22,11,24.1,100.37,-31,1
-23.6,-26.2,79,23,13,24.1,100.35,-33,1
-23.5,-26,80,22,13,24.1,100.3,-33,1
-24.8,-27.5,78,20,9,24.1,100.28,-32,1
-25.5,-28.2,78,21,11,24.1,100.25,-34,1
-26.5,-29.3,77,20,7,24.1,100.21,-33,1
-25.3,-28,78,22,19,24.1,100.17,-37,1
-25.3,-28,78,23,13,24.1,100.14,-35,1
-26.3,-29.1,77,18,6,24.1,100.16,-32,1
-26.9,-29.7,77,23,13,24.1,100.16,-37,1
-27.6,-30.5,76,22,15,24.1,100.19,-38,1
-27.5,-30.4,76,22,19,24.1,100.19,-40,1
-26.8,-29.6,77,23,22,24.1,100.16,-40,1
-26.1,-28.9,77,22,20,24.1,100.2,-38,1
-26,-28.8,77,23,15,24.1,100.14,-36,1
-23.6,-26.2,79,23,28,24.1,100.06,-37,1
-22.3,-24.7,81,23,22,24.1,100.05,-34,1
-21,-23.3,82,22,19,24.1,100.07,-31,1
-20.5,-22.8,82,20,19,24.1,100.09,-31,1
-20.3,-22.6,82,20,17,24.1,100.14,-30,1
-20.2,-22.5,82,21,19,24.1,100.17,-30,1
-20.2,-22.5,82,21,19,24.1,100.24,-30,1
-19,-22.6,73,21,24,24.1,100.28,-30,1
-19.9,-24.6,66,24,19,24.1,100.49,-30,1
-19.8,-23.6,72,23,22,24.1,100.57,-31,1
-21.1,-25.2,70,22,22,24.1,100.66,-32,1
-20.8,-24.8,70,22,19,24.1,100.76,-31,1
-20.5,-24.4,71,22,19,24.1,100.9,-31,1
-20.5,-24.4,71,22,13,24.1,101.03,-29,1
-20.8,-23.9,76,21,13,24.1,101.15,-29,1
-20.9,-24.9,70,22,11,24.1,101.25,-29,1
-20.9,-24,76,21,13,24.1,101.4,-30,1
-22.2,-25.5,74,16,9,24.1,101.49,-29,1
-21.4,-24.6,75,21,11,24.1,101.56,-29,1
-22,-25.3,75,21,11,24.1,101.66,-30,1
-21.2,-25.3,69,21,19,24.1,101.69,-32,1
-21.8,-24.2,81,21,11,24.1,101.78,-30,1
-20.8,-23.1,82,18,13,24.1,101.8,-29,1
-20.9,-24,76,19,11,24.1,101.65,-29,1
-21.1,-23.4,82,19,13,24.1,101.63,-30,1
-21.6,-25.8,69,20,9,24.1,101.47,-29,1
-22.1,-25.4,75,20,13,24.1,101.44,-31,1
-37.3,-41.3,66,30,9,24.1,99.57,-47,1
-37.8,-41.9,65,31,9,24.1,99.66,-48,1
-37.8,-41.8,66,33,9,24.1,99.73,-48,1
-36.8,-40.9,66,32,9,24.1,99.79,-47,1
-35.4,-39.8,64,33,2,24.1,99.85,-38,1
-33.9,-38.5,63,30,7,24.1,99.92,-42,1
-32.8,-37.3,64,32,6,24.1,99.98,-40,1
-32.2,-36.9,63,31,9,24.1,100,-41,1
-32.6,-37,65,29,7,24.1,100.05,-40,1
-33.1,-37.8,63,30,6,24.1,100.12,-40,1
-33.5,-37.8,65,29,9,24.1,100.16,-43,1
-34.3,-38.5,66,29,6,24.1,100.19,-41,1
-34.6,-39.1,64,32,4,24.1,100.18,-40,1
-34.7,-39,65,30,6,24.1,100.21,-42,1
-35.2,-39.5,65,29,9,24.1,100.22,-45,1
-34,-38.4,64,17,9,24.1,100.19,-43,1
-34.4,-38.1,69,16,9,24.1,100.16,-44,1
-34.2,-38.6,64,14,7,24.1,100.11,-42,1
