@relation 123

@attribute TEMPINC numeric
@attribute DEWPOINTTEMPINC numeric
@attribute RELHUMINPERCENT numeric
@attribute WINDDIRIN10SDEG numeric
@attribute WINDSPDINKMH numeric
@attribute VISIBILITYINKM numeric
@attribute STNPRESSINKPA numeric
@attribute WINDCHILL numeric
@attribute Class {1,2,3}

@data
-34,-41.6,46,33,9,24.1,98.86,-43,2
-35.2,-42.4,48,32,9,24.1,98.88,-45,2
-36.1,-43.2,48,32,9,24.1,98.91,-46,2
-36.6,-43.7,48,32,13,24.1,98.97,-49,2
-37.5,-44.3,49,33,15,24.1,99.01,-51,2
-38,-44.5,51,32,13,24.1,99.07,-50,2
-37.3,-44.5,47,32,20,24.1,100.33,-52,2
-40.3,-46,54,25,6,6.4,100.63,-48,3
-41.1,-46.5,56,24,4,6.4,100.64,-47,3
-41.2,-46.4,57,24,9,3.2,100.6,-52,3
-39.1,-45.2,52,27,4,2.4,100.57,-45,3
-36.9,-43.7,49,27,9,9.7,100.58,-47,3
-34.3,-41.8,47,26,9,24.1,100.54,-44,2
-32.8,-40.6,46,28,7,24.1,100.52,-41,2
-31.6,-39.6,45,28,7,24.1,100.51,-39,2
-30.7,-39,44,27,15,24.1,100.51,-42,2
-30.5,-38.8,44,26,11,24.1,100.5,-40,2
-31.6,-39.5,46,21,4,24.1,100.29,-36,2
-32.5,-40.4,45,12,7,24.1,99.85,-40,2
-34.6,-42.2,46,12,6,24.1,99.79,-42,2
-25.3,-33.7,45,10,9,24.1,99.01,-33,1
-25.2,-33.8,45,9,9,24.1,98.93,-33,1
-25.5,-34.2,44,8,4,24.1,98.91,-30,1
-28.8,-36.7,47,1,4,24.1,99.73,-33,2
-29.6,-37.8,45,4,4,24.1,99.78,-34,2
-30.2,-38.5,44,4,9,24.1,99.89,-39,2
-31.1,-39.5,43,5,4,24.1,100,-36,2
-32.8,-40.8,45,4,9,24.1,100.11,-42,2
-33.3,-41.2,45,3,9,24.1,100.23,-43,2
-34.1,-42.1,44,3,7,24.1,100.31,-42,2
-34.4,-42.4,44,4,13,24.1,100.44,-46,2
-35.2,-42.9,45,5,13,24.1,100.46,-47,2
-36.2,-43.6,46,4,7,24.1,100.58,-44,2
-36.6,-44.1,46,5,15,24.1,100.6,-50,2
-36.6,-44.2,45,6,19,24.1,100.57,-51,2
-37.1,-44.4,47,8,17,24.1,100.59,-51,2
-37.2,-44.7,46,8,17,24.1,100.63,-51,2
-36.1,-43.6,46,6,22,24.1,100.22,-51,2
-36.6,-44,46,8,19,24.1,100.26,-51,2
-37.1,-44.5,46,8,19,24.1,100.24,-52,2
-37.5,-44.6,48,8,19,24.1,100.31,-52,2
-29.9,-34.7,63,10,11,24.1,99.87,-40,2
-30.1,-34.6,65,11,13,24.1,99.85,-41,2
-30,-34.5,65,13,13,24.1,99.85,-41,2
-30.2,-34.5,66,11,17,24.1,99.78,-42,2
-29.7,-34,66,12,15,24.1,99.77,-41,2
-29.7,-34.2,65,12,19,24.1,99.7,-42,2
-28.9,-33.2,66,12,17,24.1,99.67,-41,2
-29,-33.2,67,12,17,24.1,99.64,-41,2
-29.5,-34,65,11,13,24.1,99.64,-40,2
-29.4,-33.8,66,11,13,24.1,99.62,-40,2
-29.4,-33.7,66,11,13,24.1,99.58,-40,2
-28.9,-33.2,66,12,17,24.1,99.57,-41,2
-25.5,-29.5,69,11,11,24.1,99.58,-34,1
-24.8,-28.7,70,11,7,24.1,99.6,-31,1
-19,-22,77,12,9,16.1,99.97,-26,1
-17.3,-19.9,80,14,13,24.1,99.85,-25,1
-14.5,-15.4,93,15,9,24.1,99.18,-20,2
-15.1,-16.2,91,13,4,24.1,99.1,-18,2
-16.4,-17.6,90,5,9,1.2,98.94,-22,3
-14.4,-16,88,2,24,19.3,99.63,-24,1
-21.4,-25.9,67,34,17,24.1,100.31,-31,2
-22.3,-26.8,67,35,13,24.1,100.39,-31,2
-23.7,-28.2,66,33,11,24.1,100.42,-32,2
-25.4,-29.6,68,35,7,24.1,100.45,-32,2
-25.6,-30.5,63,33,6,24.1,100.52,-31,2
-24.4,-30,60,32,19,24.1,100.79,-36,2
-24.7,-30.1,61,31,13,24.1,100.79,-34,2
-25.3,-30.5,62,32,11,24.1,100.81,-34,2
-26.6,-31.5,63,33,13,24.1,100.8,-36,2
-26.9,-31.6,64,35,13,24.1,100.77,-37,2
-28.6,-32.9,66,35,9,24.1,100.76,-37,2
-30.1,-34.6,65,35,9,24.1,100.77,-39,2
-31.5,-35.7,66,33,9,24.1,100.73,-40,2
-32.7,-37,65,32,7,24.1,100.7,-40,2
-34,-38.7,62,34,6,24.1,100.64,-41,2
-34.3,-38.7,64,31,7,24.1,100.6,-42,2
-34.7,-39.4,62,34,4,24.1,100.53,-40,2
-34.6,-39.2,63,35,6,24.1,100.46,-42,2
-33.9,-37.7,68,5,6,24.1,100.37,-41,2
-25.1,-29.3,68,29,9,24.1,99.38,-33,2
-28.2,-32.6,66,32,13,24.1,99.34,-38,2
-29.3,-33.3,68,32,6,24.1,99.33,-36,2
-30.4,-35,64,35,11,24.1,99.32,-40,2
-30,-34.3,66,2,7,24.1,99.29,-37,2
-29.7,-34.4,64,2,7,24.1,99.23,-37,2
-29.4,-34,64,5,7,24.1,99.2,-37,2
-32.4,-37,64,12,4,24.1,99.15,-37,2
-25.7,-30.4,65,10,2,24.1,99.06,-28,1
-24,-27.7,71,28,15,24.1,98.76,-34,2
-24.9,-28.7,71,29,17,24.1,98.75,-36,2
-25.2,-29.2,69,30,13,24.1,98.73,-35,2
-26.6,-31.3,64,25,13,24.1,98.71,-36,2
-26.1,-29.9,70,28,9,24.1,99.52,-34,2
-27.6,-31.4,70,29,9,24.1,99.49,-36,2
-28.4,-32.5,68,27,9,24.1,99.49,-37,2
-28.8,-32.7,69,28,7,24.1,99.5,-36,2
-29.1,-33,69,30,11,24.1,99.49,-39,2
-29.2,-33.3,68,29,7,24.1,99.5,-36,2
-29.4,-33.4,68,27,9,24.1,99.48,-38,2
-29.8,-33.5,70,29,11,24.1,99.43,-39,2
-29.9,-34,67,31,13,24.1,99.39,-40,2
-29.9,-33.8,69,31,7,24.1,99.37,-37,2
-12.7,-15.6,79,27,11,24.1,100.89,-19,2
-12.9,-14.9,85,27,11,24.1,100.97,-19,2
-11.7,-13.5,86,30,19,24.1,100.99,-20,2
-10.2,-12.3,85,27,19,24.1,101.06,-18,2
-9.8,-12.2,83,28,22,24.1,101.05,-18,2
-9.3,-11.6,83,23,11,24.1,101.12,-15,2
-3,-4.8,87,20,32,24.1,98.58,-11,1
-3.3,-4.9,89,20,37,24.1,98.75,-12,1
-4.7,-6.2,89,21,46,24.1,99.02,-14,1
-4.9,-6.5,89,21,41,24.1,99.29,-14,2
-7.5,-9.5,86,22,32,24.1,99.5,-17,2
-7.7,-10.1,83,22,30,24.1,99.62,-17,2
-8.4,-10.5,85,20,35,24.1,99.82,-18,2
-8.6,-10.8,84,22,28,24.1,100.07,-17,2
-9.8,-14,71,20,4,24.1,100.56,-12,1
-9,-13.4,70,36,4,24.1,100.45,-11,1
-8.6,-12.4,74,35,17,24.1,100.44,-15,1
-8.4,-11.7,77,35,24,24.1,100.37,-17,1
-8.2,-11.5,77,34,43,24.1,100.23,-19,1
-8.6,-11.6,79,34,46,24.1,100.26,-19,1
-9.4,-13,75,34,50,24.1,100.25,-21,1
-9.9,-13.2,77,33,46,24.1,100.25,-21,1
-10.5,-15.4,67,32,46,24.1,100.32,-22,1
-11.5,-16.7,65,32,37,24.1,100.41,-22,1
-12.3,-17.3,66,31,46,24.1,100.51,-25,1
-12.8,-17.9,66,31,37,24.1,100.62,-24,1
-20.2,-24.9,66,28,28,24.1,102.02,-32,2
-19.7,-23.5,72,28,32,24.1,102.12,-33,2
-18.9,-22.5,73,28,22,24.1,102.11,-30,2
-18,-21.4,75,30,24,24.1,102.17,-29,2
-17,-20.2,76,26,15,24.1,102.24,-25,2
-17,-20.9,72,27,32,24.1,102.33,-29,2
-16.8,-20,76,26,28,24.1,102.43,-28,2
-17,-20.2,76,25,24,24.1,102.56,-28,2
-18,-21.4,75,28,20,24.1,102.68,-28,2
-17.9,-21.3,75,27,9,24.1,102.8,-24,2
-20.1,-23.9,72,21,9,24.1,102.86,-27,2
-19.6,-23.3,72,22,13,24.1,102.92,-28,2
-19.7,-23.5,72,21,7,24.1,102.91,-25,2
-19.4,-23.1,72,23,15,24.1,102.96,-28,2
-19.3,-24.7,62,21,19,24.1,102.99,-29,2
-19.3,-23,72,23,26,24.1,103,-31,2
-19.8,-23.6,72,22,19,24.1,102.92,-30,2
-20,-23,77,22,15,24.1,102.87,-29,2
-19.6,-24.2,67,19,22,24.1,102.87,-30,2
-18.4,-21.9,74,19,19,24.1,102.85,-28,2
-16.5,-19,81,19,19,24.1,102.71,-26,1
-15.4,-17.7,83,22,33,24.1,102.58,-27,1
-14,-16.2,83,22,37,24.1,102.58,-26,1
-14.3,-16.5,83,21,26,24.1,102.45,-24,1
-11.4,-13.2,86,21,28,24.1,102.33,-21,1
-10.6,-12.7,85,22,33,24.1,102.21,-21,1
-9.3,-11.2,86,21,26,24.1,102.09,-18,1
-8.5,-10.3,87,21,33,24.1,101.97,-18,1
-6.8,-8.3,89,21,30,24.1,101.78,-15,1
-5.5,-7.1,88,21,39,24.1,101.63,-15,1
-4,-5.4,90,20,28,24.1,101.52,-11,1
-3.8,-5.5,88,21,32,24.1,101.47,-12,1
-4,-5.4,90,21,37,24.1,101.39,-12,1
-4,-6,86,20,43,24.1,101.33,-13,1
-3.6,-6.8,78,18,15,24.1,101.27,-9,1
-3.7,-6.6,80,18,32,24.1,101.2,-12,1
-3.4,-6.5,79,18,19,24.1,101.03,-9,1
-1.4,-2.4,93,24,28,24.1,100.47,-8,2
0,-2,86,22,13,24.1,101.34,-4,1
-0.2,-2.3,86,19,13,24.1,101.36,-4,1
-0.4,-2.3,87,23,6,24.1,101.33,-2,1
-1.2,-3.5,84,18,7,24.1,101.3,-4,1
-0.9,-3.7,81,14,13,24.1,101.11,-5,1
-0.2,-2.3,86,13,11,24.1,101.07,-4,1
-0.3,-1.9,89,12,9,24.1,100.97,-3,1
-12.2,-14.6,82,29,26,19.3,98.74,-22,1
-14.2,-16.9,80,21,7,24.1,99.38,-19,1
-14.4,-16.6,83,23,6,24.1,99.54,-19,1
-18.7,-22.2,74,36,11,24.1,101.29,-26,2
-19.5,-23.2,72,36,13,24.1,101.38,-28,2
-21.3,-25.4,69,6,6,24.1,101.48,-27,2
-20.3,-24.8,67,27,9,24.1,100.55,-27,2
-22.5,-30.5,48,23,13,24.1,100.71,-31,2
-21.5,-26.6,63,23,9,24.1,100.65,-29,2
-20,-24.7,66,22,17,24.1,100.66,-30,2
-18.5,-22.8,69,23,11,24.1,100.68,-26,2
-18.5,-22,74,24,13,24.1,100.75,-27,2
-18,-22.1,70,26,17,24.1,100.83,-27,2
-18.2,-20.9,79,31,11,24.1,100.94,-25,2
-19,-22.6,73,26,19,24.1,100.96,-29,2
-22,-25.3,75,21,15,24.1,101.02,-32,2
-22.5,-26.9,67,24,24,24.1,101.06,-35,2
-22.2,-25.5,74,24,19,24.1,101.11,-33,2
-22.7,-28.3,60,23,22,24.1,101.17,-34,2
-24,-26.6,79,21,9,24.1,101.19,-31,2
-24.6,-27.2,79,22,11,24.1,101.23,-33,2
-23.5,-27.1,72,23,22,24.1,101.26,-35,2
-24,-26.6,79,23,19,24.1,101.33,-35,2
-22.3,-24.7,81,23,24,24.1,101.35,-34,2
-22.5,-25,80,22,28,24.1,101.36,-35,2
-22.3,-24.7,81,23,28,24.1,101.41,-35,2
-21.2,-23.5,82,21,28,24.1,101.41,-34,2
-21.1,-24.3,75,22,24,24.1,101.45,-33,2
-12.8,-15.3,81,21,24,24.1,101.54,-22,1
-8.9,-10.4,89,9,6,24.1,101.14,-12,1
-1.2,-1.4,99,31,17,8,97.42,-6,3
-3.4,-4.1,95,20,7,9.7,96.75,-6,3
-3,-3.7,95,23,7,12.9,96.59,-6,1
-36.3,-43.7,46,10,11,24.1,100.06,-47,2
-36.7,-43.9,47,9,11,24.1,100.07,-48,2
-36.8,-43.9,48,9,11,24.1,100.02,-48,2
-36.9,-44.1,47,9,11,24.1,99.97,-48,2
-28.6,-37.7,41,11,22,24.1,98.98,-42,1
-27.6,-36.4,43,11,28,24.1,98.83,-42,1
-19.2,-27.7,47,6,9,24.1,97.25,-26,1
-28.6,-36.8,45,2,7,24.1,97.97,-36,2
-26.5,-35.4,43,36,13,24.1,98.86,-36,2
-26.3,-35.3,42,35,11,24.1,99.05,-35,2
-26.1,-35.4,41,1,17,24.1,99.17,-37,2
-25.5,-34.8,42,2,9,24.1,99.31,-33,2
-28.5,-36.6,46,33,4,24.1,99.89,-33,2
-29.3,-37.2,46,4,7,24.1,99.95,-36,2
-30.6,-38.2,47,6,9,24.1,100,-39,2
-29.7,-37.8,45,6,6,24.1,100.06,-36,2
-30,-38.2,45,8,7,24.1,100.08,-37,2
-30.7,-38.7,45,9,11,24.1,100.07,-41,2
-31,-38.9,46,9,7,24.1,100.11,-38,2
-31.6,-39.7,45,9,4,24.1,100.07,-36,2
-32.7,-40.8,44,9,7,24.1,100.05,-40,2
-32.7,-40.5,46,9,4,24.1,100.03,-37,2
-25.2,-33.5,46,9,9,24.1,99.69,-33,2
-24.8,-33,46,10,7,24.1,99.68,-31,2
-25.4,-33.5,47,10,7,24.1,99.65,-32,2
-25.5,-33.6,47,10,7,24.1,99.61,-32,2
-26.1,-34.1,47,10,4,24.1,99.59,-30,2
-26.4,-34.6,46,9,11,24.1,99.55,-35,2
-17.3,-26.3,45,10,7,24.1,99.14,-23,1
-17,-26,46,7,4,24.1,99.17,-20,1
-16.7,-25.7,46,12,7,24.1,99.14,-22,1
-17,-25.5,48,13,6,24.1,99.11,-22,1
-17.2,-25.6,48,8,4,24.1,99.09,-20,1
-17.4,-25.6,49,8,4,24.1,99.08,-21,1
-11.2,-18.4,55,8,19,24.1,98.27,-19,1
-11.6,-19,54,9,19,24.1,98.26,-20,1
-30.3,-34.5,67,31,9,24.1,99.34,-39,2
-25.5,-29.6,68,34,9,24.1,99.24,-33,1
-25.5,-29.6,68,34,9,24.1,99.24,-33,1
-23.6,-29.1,61,33,9,24.1,99.29,-31,1
-23.5,-28.7,62,1,6,24.1,99.24,-29,1
-25.3,-29.4,69,36,11,24.1,99.25,-34,2
-26.6,-30.8,68,32,9,24.1,99.29,-35,2
-27.1,-31,69,29,7,24.1,99.31,-34,2
-28.2,-32.2,69,33,11,24.1,99.36,-38,2
-29.2,-33.4,67,1,7,24.1,99.39,-36,2
-29.9,-34.3,65,33,7,24.1,99.45,-37,2
-29.9,-34.2,66,1,6,24.1,99.48,-36,2
-30,-34.4,65,36,9,24.1,99.5,-39,2
-31.2,-35.4,66,35,6,24.1,99.55,-38,2
-30.8,-35.1,66,28,7,24.1,99.6,-38,2
-32.3,-36.7,65,29,7,24.1,99.62,-40,2
-31.4,-35.6,66,33,11,24.1,100.24,-41,2
-31.7,-36,66,34,11,24.1,100.29,-42,2
-32.5,-36.5,67,31,6,24.1,100.3,-39,2
-33.5,-37.6,67,32,6,24.1,100.31,-41,2
-33.6,-37.9,65,29,13,24.1,100.31,-45,2
-26.2,-30.6,66,36,4,24.1,100.62,-30,1
-27,-31.4,66,6,4,24.1,100.65,-31,1
-24.9,-28.7,71,5,6,24.1,100.34,-31,1
-25.2,-29.3,69,4,6,24.1,100.33,-31,1
-25.6,-29.6,69,5,6,24.1,100.31,-31,1
-26.2,-30.1,70,6,7,24.1,100.28,-33,1
-27.3,-31.4,68,5,7,24.1,100.25,-34,1
-27.6,-31.8,67,4,11,24.1,100.25,-37,1
-26.3,-31.7,60,35,9,24.1,99.83,-34,2
-26.8,-32.3,60,36,6,24.1,99.84,-33,2
-27.1,-32.3,61,1,4,24.1,99.83,-31,2
-28.1,-32.4,67,2,2,24.1,99.79,-30,2
-30.1,-34.3,67,4,6,24.1,99.78,-37,2
-33.3,-37.7,65,2,9,24.1,99.76,-43,2
-33.4,-37.6,66,6,6,24.1,99.77,-40,2
-32.6,-36.7,67,6,6,24.1,99.8,-40,2
-32.3,-36.4,67,7,6,24.1,99.8,-39,2
-33.5,-37.9,65,6,9,24.1,99.73,-43,1
-33.6,-37.9,65,6,7,24.1,99.71,-41,1
-33.7,-38,65,6,6,24.1,99.67,-41,1
-31.9,-36.1,66,32,11,24.1,99.2,-42,2
-30,-34.3,66,32,13,24.1,99.24,-41,2
-28.5,-33.3,63,32,9,24.1,99.27,-37,2
-27.3,-32.1,64,34,9,24.1,99.28,-35,2
-26.5,-31.5,63,30,9,24.1,99.27,-34,2
-26.4,-31.1,64,29,7,24.1,99.27,-33,2
-24,-28.8,65,23,6,24.1,101.56,-30,2
-23.8,-28.5,65,18,6,24.1,101.6,-29,2
-23.6,-28.3,65,24,6,24.1,101.6,-29,2
-23.7,-27.3,72,30,17,24.1,101.63,-34,2
-23.6,-28.3,65,32,9,24.1,101.62,-31,2
-23.8,-27.4,72,29,13,24.1,101.62,-33,2
-23.9,-29.9,58,27,13,24.1,101.69,-33,2
-27.3,-33.1,58,19,11,24.1,101.71,-36,2
-22.2,-25.5,74,32,13,24.1,101.95,-31,2
-20.2,-24.1,71,30,26,24.1,102.04,-32,1
-20.4,-24.3,71,30,28,24.1,102.41,-33,1
-18.9,-22.5,73,31,32,24.1,102.41,-31,1
-18.6,-21.4,79,32,35,24.1,102.4,-32,1
-16.6,-19.7,77,33,30,24.1,102.41,-28,1
-16.9,-20.8,72,31,28,24.1,102.47,-28,1
-20.5,-26.3,60,30,28,24.1,102.4,-33,2
-20,-26.6,56,30,19,24.1,102.36,-30,2
-21.6,-27.9,57,31,19,24.1,102.37,-32,2
-21.5,-27.7,57,33,19,24.1,102.36,-32,2
-21.1,-27.2,58,31,24,24.1,102.34,-33,2
-13.8,-16.4,81,28,28,24.1,101.23,-24,1
-14,-16.2,83,29,33,24.1,101.13,-25,1
-14,-16.2,83,28,32,24.1,101.02,-25,1
-14,-17.2,77,28,28,24.1,100.93,-24,1
-14.2,-16.9,80,29,32,24.1,100.83,-25,1
-13.3,-15.4,84,26,33,24.1,100.78,-24,1
-16.8,-19.3,81,23,28,24.1,100.73,-28,2
-9.5,-11.4,86,21,17,24.1,101.51,-17,1
-16.3,-19.4,77,23,7,24.1,102.17,-21,1
-16.5,-19.6,77,23,4,24.1,102.27,-20,1
-7.5,-8.8,90,32,17,24.1,102.44,-14,1
-7.6,-8.5,93,31,13,24.1,102.48,-13,1
-7.6,-8.9,90,32,17,24.1,102.48,-14,1
-11.8,-16.1,70,24,22,24.1,101.59,-21,2
-13,-16.5,75,23,19,24.1,101.55,-21,2
-13.4,-17,74,24,24,24.1,101.52,-23,2
-13.6,-16.7,77,24,13,24.1,101.52,-21,2
-14,-17.2,77,24,22,24.1,101.52,-23,2
-14.4,-17.1,80,23,26,24.1,101.55,-25,2
-14.4,-17.1,80,23,26,24.1,101.52,-25,2
-16.8,-20,76,21,7,24.1,101.49,-22,2
-17.2,-21.9,67,18,11,24.1,101.49,-24,2
-15,-20.3,64,18,22,24.1,101.49,-25,2
-14,-18.4,69,20,17,24.1,101.39,-22,2
-11.2,-14.8,75,20,9,24.1,101.25,-16,1
-8.5,-12.7,72,22,9,24.1,101.12,-13,1
-4.5,-8.3,75,23,22,24.1,100.68,-11,1
-4,-7,80,5,6,24.1,100.37,-7,1
-2.2,-5,81,15,28,24.1,100.17,-9,1
-2.5,-4.8,84,13,28,24.1,100,-10,1
-2,-4.5,83,27,41,24.1,98.17,-10,1
-2.3,-4.6,84,28,43,19.3,98.48,-11,1
-2,-4.2,85,29,33,24.1,98.68,-9,1
-2.8,-5.8,80,30,33,24.1,99.12,-10,1
-4.7,-7.2,83,33,26,24.1,100.84,-12,1
-4.2,-7.2,80,33,13,24.1,100.91,-9,1
-3.8,-6.1,84,36,15,24.1,100.95,-9,1
-8.9,-13.2,71,21,7,24.1,101.22,-13,2
-9.6,-12.4,80,21,7,24.1,101.28,-14,2
-11.3,-14.5,77,19,9,24.1,101.32,-16,2
-9.6,-13.3,74,22,22,24.1,101.25,-18,2
-11.4,-13.7,83,22,22,24.1,101.25,-20,2
-11.5,-14.2,80,22,13,24.1,101.25,-18,2
-10.3,-12.8,82,21,19,24.1,101.25,-18,2
-10.3,-12.8,82,19,20,24.1,101.18,-18,2
-12,-14.8,80,22,19,24.1,101.18,-20,2
-10.6,-15.5,67,22,30,24.1,101.12,-20,2
-9.6,-14.7,66,22,33,24.1,101.12,-19,2
-8,-12.9,68,21,22,24.1,101.12,-16,2
-7,-11.6,70,21,30,24.1,100.98,-16,2
-11.5,-16.2,68,32,32,11.3,101.08,-22,1
-11.6,-16.3,68,34,30,11.3,101.12,-22,1
-12.4,-19.2,57,33,32,16.1,101.18,-23,1
-12,-17.4,64,1,24,24.1,101.52,-21,1
-13,-18.8,62,36,22,24.1,101.55,-22,1
-13.5,-18.9,64,36,30,24.1,101.59,-24,1
-16.5,-21.7,64,31,19,24.1,101.69,-26,2
-16.7,-22.7,60,31,28,24.1,101.66,-28,2
-17,-22.4,63,31,24,24.1,101.69,-28,2
-17,-22.4,63,34,19,24.1,101.69,-26,2
-17.2,-23.5,58,32,19,24.1,101.76,-27,1
-15.2,-20.6,63,31,24,24.1,101.96,-25,1
-12.6,-17.1,69,36,26,24.1,102.2,-22,2
-13.3,-18.6,64,35,19,24.1,102.27,-22,2
-14.7,-21.3,57,31,9,24.1,102.37,-20,2
-14.9,-20.9,60,28,6,24.1,102.4,-19,2
-15,-20.3,64,31,13,24.1,102.4,-22,2
-31,-36.1,61,29,7,24.1,100.04,-38,2
-31.2,-36.3,61,28,9,24.1,100,-40,2
-31.8,-36.7,62,29,11,24.1,100,-42,2
-32.4,-37.3,62,29,15,24.1,99.97,-44,2
-31.7,-36.9,60,31,13,24.1,99.94,-43,2
-32.7,-37.7,61,28,9,24.1,99.9,-42,2
-32.9,-37.9,61,28,15,24.1,99.87,-45,2
-9,-14.1,66,15,19,24.1,98.83,-16,2
-9.6,-14.5,67,15,19,24.1,98.84,-17,2
-9,-14,67,16,19,24.1,98.82,-16,2
-9.1,-14.2,66,16,19,24.1,98.8,-17,2
-9.5,-14.5,67,16,17,24.1,98.79,-17,2
-11.4,-16.3,67,15,13,24.1,98.89,-18,2
-12.2,-16.7,69,14,13,24.1,98.91,-19,2
-11.9,-16.8,67,15,11,24.1,98.93,-18,2
-11.9,-16.8,67,15,15,24.1,98.93,-19,2
-6.6,-11.2,70,14,13,24.1,99,-12,1
-6.7,-11,71,14,15,24.1,98.99,-13,1
-7.5,-11.5,73,12,6,16.1,98.9,-11,1
-7.7,-11.7,73,11,13,16.1,98.89,-13,1
-8.2,-12.3,72,13,15,24.1,98.88,-15,1
-10,-14.3,71,11,7,24.1,98.88,-14,1
-11,-15.4,70,10,7,24.1,98.85,-15,1
-11.9,-16.3,70,10,9,24.1,98.83,-17,1
-12.2,-16.7,69,10,9,24.1,98.82,-17,1
-12.7,-17.1,70,10,6,24.1,98.81,-17,1
-13.6,-18.1,69,9,9,24.1,98.76,-19,1
-13.7,-18.2,69,10,7,24.1,98.74,-18,1
-12.8,-17.3,69,11,9,24.1,98.69,-18,1
-11.5,-15.9,70,12,6,24.1,98.66,-15,1
-10.5,-15,69,11,9,24.1,98.64,-15,1
-10.2,-14.5,71,11,6,24.1,98.63,-14,1
-9.9,-14.3,70,10,15,24.1,98.6,-17,1
-9.9,-14.3,70,11,11,16.1,98.59,-15,1
-9.7,-14.1,70,10,15,8,98.55,-16,3
-12,-16.2,71,14,19,24.1,98.88,-20,1
-15,-16.8,86,32,20,24.1,101.64,-24,1
-15,-16.8,86,32,22,24.1,101.62,-25,1
-15,-16.8,86,32,20,24.1,101.55,-24,1
-15.2,-17,86,32,19,24.1,101.51,-24,1
-14.5,-16.2,87,29,46,19.3,99.35,-27,1
-15.6,-17.4,86,29,37,19.3,99.37,-28,1
-16,-17.9,85,28,28,19.3,99.39,-27,1
-16.5,-18.4,85,29,37,24.1,99.37,-29,1
-16.4,-18.9,81,27,11,24.1,99.39,-23,2
-16.2,-19.3,77,29,24,24.1,99.38,-27,2
-16.4,-19.5,77,28,28,24.1,99.35,-28,2
-16,-19,78,25,13,24.1,99.35,-24,2
-19.2,-22.8,73,23,15,24.1,99.36,-28,2
-19.7,-22.7,77,23,9,24.1,99.38,-26,2
-20.1,-23.9,72,25,13,24.1,99.41,-29,2
-21.2,-25.3,69,23,19,24.1,99.42,-32,2
-21.5,-24.7,75,24,15,24.1,99.43,-31,2
-22.5,-25,80,23,17,24.1,99.44,-33,2
-22.5,-25,80,22,19,24.1,99.47,-33,2
-21.4,-24.6,75,21,6,24.1,99.49,-27,2
-19.3,-23,72,22,19,24.1,99.48,-29,2
-17.9,-20.6,79,22,15,24.1,99.48,-26,2
-19.5,-21.7,83,22,9,24.1,99.63,-26,2
-13.8,-16.4,81,29,13,24.1,100.28,-21,1
-14,-15.7,87,26,9,24.1,100.38,-20,1
-14.5,-16.2,87,31,9,24.1,100.4,-20,2
-15.4,-17.2,86,30,9,24.1,100.4,-21,2
-16,-17.9,85,29,13,24.1,100.41,-24,2
-20.5,-22.8,82,15,6,24.1,100.4,-26,2
-21.1,-23.4,82,19,9,24.1,100.39,-28,2
-20.5,-22.8,82,21,9,24.1,100.38,-27,2
-21,-23.3,82,23,19,24.1,100.36,-31,2
-22,-24.4,81,22,15,24.1,100.38,-32,2
-21.4,-24.6,75,21,24,24.1,100.4,-33,2
-14,-19,66,22,24,24.1,100.02,-24,1
-12.8,-18.6,62,22,24,24.1,100.04,-22,1
-12.3,-16.7,70,23,22,24.1,100.11,-21,1
-12.4,-16.8,70,25,24,24.1,100.21,-22,1
-12.7,-16.7,72,25,22,24.1,100.26,-22,1
-13,-16,78,23,13,24.1,100.41,-20,1
-13,-16,78,23,19,24.1,100.5,-21,1
-12.8,-15.3,81,24,15,24.1,100.53,-20,1
-13.5,-16.6,77,23,13,24.1,100.69,-20,1
-13.7,-15.8,84,22,7,24.1,100.73,-18,1
-13,-17.1,71,21,15,24.1,100.77,-20,1
-9.3,-11.6,83,20,28,24.1,101.07,-18,2
-15.9,-17.7,86,22,13,24.1,101,-23,2
-16.5,-18.4,85,21,7,24.1,100.97,-22,2
-16,-17.9,85,21,9,24.1,100.91,-22,2
-12.8,-14.3,88,22,22,24.1,100.96,-22,2
-22.3,-24.7,81,23,17,24.1,100.28,-33,2
-23.6,-26.2,79,23,19,24.1,100.25,-35,2
-23.7,-26.3,79,23,19,24.1,100.3,-35,2
-23.3,-25.8,80,22,30,24.1,100.25,-37,2
-22.2,-24.6,81,23,26,24.1,100.25,-35,2
-20.4,-22.7,82,24,19,24.1,100.26,-31,2
-19.6,-21.8,83,24,19,24.1,100.22,-30,2
-19.3,-21.5,83,26,22,24.1,100.27,-30,2
-20,-22.2,83,28,19,24.1,100.33,-30,2
-21,-23.3,82,27,9,24.1,100.39,-28,2
-20.5,-22.8,82,27,19,24.1,100.42,-31,2
-20.5,-22.8,82,24,22,24.1,100.43,-32,2
-20.7,-23,82,24,30,24.1,100.44,-33,2
-23.5,-26,80,23,19,24.1,100.21,-35,2
-23.4,-25.9,80,24,30,24.1,100.24,-37,2
-23.4,-25.9,80,25,20,24.1,100.26,-35,2
-22.1,-24.5,81,23,22,24.1,100.24,-34,1
-16.9,-18.8,85,24,19,24.1,100.38,-26,1
-16.5,-18.4,85,23,19,24.1,100.41,-26,1
-16,-17.9,85,27,22,24.1,100.45,-26,1
-14.8,-16.5,87,30,20,24.1,100.46,-24,1
-14,-15.7,87,29,28,24.1,100.48,-24,1
-13.4,-15,88,31,33,24.1,100.52,-24,1
